sentence,relation,head,head_offset,tail,tail_offset
《相爱有时》是由颜玺轩作词作曲，尚雯婕演唱的一首歌，收录在尚雯婕2013年发行的专辑《伤人情歌》中，同时这首歌是电影《分手合约》的主题曲1,歌手,相爱有时,1,尚雯婕,16
《地与天》收录在胡歌首张个人专辑《出发》是音乐旅程崭新出发点,歌手,地与天,1,胡歌,8
2017年1月，确认出演《自体发光办公室》，饰演徐友辰一角《1%的可能性》韩国mbc电视台的浪漫爱情剧，由张根洙执导，金晶和、姜栋元、韩惠珍、李秉宪、金智宇等主演,主演,1%的可能性,30,姜栋元,63
叶毛美绥螨，amerosius lanceosetis livshitz   mitrofanov，是节肢动物门蛛形纲中气门目美绥螨科美绥螨属的一个物种,目,叶毛美绥螨,0,中气门目,59
《漫画金刚经》是2011年5月1日商务印书馆出版的书籍，作者是蔡志忠,出版社,漫画金刚经,1,商务印书馆,17
要说张柏芝的演技还是很不错的，小编对她的印象是她当年跟周星驰合作的《喜剧之王》里面有过出色的表现，而且她也算得上天然的美女，如今跟谢霆锋离婚后，一个人还带着两个娃，非常的不容易，还是一位不错的母亲,主演,张柏芝,2,喜剧之王,34
阿里巴巴集团董事局主席马云在演讲中呼吁，不要让贸易保护主义的手伸到跨境电商领域,创始人,阿里巴巴集团,0,马云,11
《全宋诗第61册》是1999年北京大学出版社出版的图书，作者是北京大学古文献研究所,出版社,全宋诗第61册,1,北京大学出版社,15
"molnar robert,乌克兰籍足球运动员",国籍,molnar robert,0,乌克兰,14
在陈叔宝的后宫里，据传有一位绝色美人——她叫张丽华,妻子,陈叔宝,1,张丽华,22
丽江泸沽湖女儿国大酒店位于中国西部被称为“东方女儿国”的摇篮和圣地的泸沽湖畔，作为展现摩梭民居建筑风格配套的旅游商务酒店，占地面积10656平方米,占地面积,丽江泸沽湖女儿国大酒店,0,10656平方米,65
《无言的结局》是叶倩文的音乐作品，卡斯作曲，收录在《【歌单】酷我热门单曲合辑》专辑中,作曲,无言的结局,1,卡斯,17
林建中，男，汉族，仙游县盖尾镇人，1957年11月出生，中共党员，中央党校大学学历，现任莆田市公安局治安支队支队长,民族,林建中,0,汉族,6
《崖畔上开花》是由李玲玉演唱的一首歌曲，收录在《民歌联唱200首》专辑里,所属专辑,崖畔上开花,1,民歌联唱200首,24
后来他为韩寒导演电影《后会无期》创作并献唱的主题曲《平凡之路》，这首歌唱出了朴树自己，唱出了无数平凡人的心声,歌手,平凡之路,26,朴树,38
2008年，小柯为北京奥运倒计时100天歌曲《北京欢迎你》作曲34567,作曲,小柯,6,北京欢迎你,23
杨千嬅花洒作曲:王菀之|填词,作曲,花洒,3,王菀之,8
郑智化因为一首《星星点灯》而成名，之后又因为《大国民》一首歌的现实讽刺而招致台湾当局的不满，从《大国民》之后，郑智化逐渐消失在公众视野，流言纷纷，有人说入狱，有人说隐退,歌手,郑智化,0,星星点灯,8
王效美，女，1974年2月生，山东潍坊人，中共党员，中国石油大学讲师，1996年毕业于石油大学采油工程专业，获学士学位，2004年获石油大学油气田开发工程专业硕士学位,国籍,王效美,0,中国,26
金东杨，出生于 1980年03月06日，性别为男性，身高有176 厘米,身高,金东杨,0,176 厘米,29
《等待绽放》是由金英马影视出品，宋洋、蒋家骏联合执导，冯俐编剧，张翰、江铠同、李曼、赵楚仑等演员主演的青春偶像剧,主演,等待绽放,1,赵楚仑,42
要说星爷周星驰能有如今的成功，完全是离不开这位香港娱乐圈数一数二的“大哥”的鼎力相助，当时周星驰的《少林足球》在拍摄时，因为向华强的施压，几乎是没有任何的公司敢投资的，但是林小明就偏偏大胆的投资了，而且投资后果然是大获成功，并且期间也没有遇到什么阻力，这也足以见他在香港的地位,主演,周星驰,4,少林足球,50
《近代欧洲外交史》是2007年武汉大学出版社出版的一本图书，作者是周鲠生,出版社,近代欧洲外交史,1,武汉大学出版社,15
《毕业歌》是幸福蓝海影视文化集团股份有限公司、浙江横店影视制作有限公司、海宁华丽视听文化有限公司联合出品的抗战剧，由曹盾执导，李小冉、 王耀庆、付辛博、祖峰、邬君梅、文咏珊、王思思等主演1,主演,毕业歌,1,祖峰,76
拳折额蟹是爬行亚目、人面蟹总科的动物,目,拳折额蟹,0,爬行亚目,5
《少帅传奇》是由丁一民执导，寇振海主演的电视剧,导演,少帅传奇,1,丁一民,8
于维纮（1929年—1991年6月23日）祖籍山东烟台，捐赠200万美金，用于烟台大学建设一所学术交流中心，资助烟台大学重点实验室的仪器设备等等,出生日期,于维纮,0,1929年,4
《泛函微分方程的相空间理论及应用》是2009年科学出版社出版的图书，作者是王克，范猛,作者,泛函微分方程的相空间理论及应用,1,王克,37
石丸彰彦，1974年6月9日出生于静冈县伊东市宇佐美，日本tbs电视台（株式会社tbsテレピ）编辑制作中心电视剧制作人,出生地,石丸彰彦,0,静冈县伊东市宇佐美,17
《凌叔华的文与画》是2005年山东画报出版社出版的图书，作者是凌叔华,作者,凌叔华的文与画,1,凌叔华,1
毛麓钟派名毛贻训，学名绍芳，字麓钟，号云阁，生于清同治五年（公元1866年）农历十月二十四日,字,毛麓钟,0,麓钟,1
2014年，山南市总人口37万,人口数量,山南,6,37万,12
《邪魔狂神》是哒凌创作的网络小说，发表于17k小说网,作者,邪魔狂神,1,哒凌,7
故意是著名歌手陈势安的作品之一，出自专辑天后,歌手,故意,0,陈势安,7
周丽淇1979年8月30日出生于香港，祖籍上海，家境一般，周丽淇的哥哥是一名医生，姐姐周汶锜是是一名模特和演员，父母对于她进入娱乐圈一直都十分支持，而周丽淇也非常孝顺，为父母买了栋千万元的豪宅,祖籍,周丽淇,0,上海,21
属类功用水彩短齿蛤隶属于异柱目（anisomyaria）、贻贝科（mytilidae），具有壳薄、肉多（鲜出肉率可达30—60%）、生长快、密度大等优点,目,水彩短齿蛤,4,异柱目,12
歌曲mv2011年9月19日，小马奔腾影业发布了《幸福额度》mv5,出品公司,小马奔腾,15,幸福额度,25
陈继光，男，汉族，1966年10月生，河北冀县人，1988年7月参加工作，2013年8月加入中国国民党革命委员会，大学学历，工学学士学位,国籍,陈继光,0,中国,46
《考试之神》是日本电视台（ntv）制作并播出的校园题材的电视剧,出品公司,考试之神,1,日本电视台,7
孙鲂（940年前后在世），字伯鱼，江西乐安（全唐诗作南昌）人，为五代南唐著名诗人,出生地,孙鲂,0,江西乐安,17
独播频道：cctv-4主持人鲁健鲁健，中央电视台当家主播，因主持《中国新闻》、《新闻60分》、《财经时讯》、《今日关注》等新闻栏目走红,主持人,鲁健,14,中国新闻,33
郑源，1982年11月2日生于广东阳江，华语流行男歌手、音乐人、唱作人、词曲创作者、北京戏曲学院音乐教授，毕业于星海音乐学院,出生日期,郑源,0,1982年11月2日,3
个人履历郑炜，生于陕西省西安市，曾就读于西安市第六中学，后进入清华大学工程力学系学习，研究生阶段师从清华力学系教授孙学伟先生,出生地,郑炜,4,西安,12
年，由香港记者协会、香港外国记者会及国际特赦组织主办的第14届“人权新闻奖”，梁兆辉为香港电台主持的《自己人》节目荣获“中文电台”组别之冠军大奖,主持人,梁兆辉,39,自己人,51
《一千零一夜》是完全超越以往的文化、阅读类节目，由梁文道策划并主持，全程实景拍摄，每集都在夜间拍摄，梁文道在街头、地铁、公交车等交通工具，导读中西方的经典书籍，寻找都市人渐渐遗忘的阅读乐趣，以梁文道的视野及关怀，体察一本书的多个面向,主持人,一千零一夜,1,梁文道,25
陆逊墓在苏州娄门外五里许有个陆墓乡，因为三国时期吴国名将陆墓埋葬于此而得名,朝代,陆逊,0,三国,20
《星之魔法使》作者是紫雪忧灵，连载于17k小说网，小说类型是奇幻魔法,连载网站,星之魔法使,1,17k小说网,18
《社区社会学》是2004年中国社会出版社出版的图书，作者是徐琦,作者,社区社会学,1,徐琦,29
《化身为龙》是连载于飞卢小说网的一本玄幻类小说，作者是中兴王族,作者,化身为龙,1,中兴王族,27
《轮回无双》是百度文学旗下纵横中文网签约作家意千万创作的一部东方玄幻小说，小说已于2014-09-25正式发布,作者,轮回无双,1,意千万,22
苗振明，男，祖籍山东省武城县，一九七二年六月出生于北国边陲、魅力城市齐齐哈尔市,出生地,苗振明,0,齐齐哈尔,34
人物生平《北流县志·侨迁》所载梁遗条目文为：“梁遗，字东平，河南汝州人,出生地,梁遗,15,汝州,32
人物简介笔　名： 艾歌  性　别： 男  出生年月： 1941/2/8  民　族： 汉族  李凤杰是我国当代儿童文学的一个重量级作家，也是西北儿童文学的一个重镇,民族,汉族,42,李凤杰,46
温镜潮，男，汉族，1955年6月生，广东省清远市清新区人，1975年8月参加工作，1975年7月加入中国共产党，广东省委党校大学学历,国籍,温镜潮,0,中国,50
江苏钱串串商务顾问有限公司是一家从事借贷信息搜索服务的网络公司，于2014年3月18日正式上线运营，总部位于江苏南京,成立日期,江苏钱串串商务顾问有限公司,0,2014年3月18日,33
《腹黑君王放过我不会死》是连载在17k小说网的小说，作者是逸沧溟,作者,腹黑君王放过我不会死,1,逸沧溟,29
王宝强《一个人的武林》最初，在片尾和甄子丹另有一场很长的斗殴,主演,王宝强,0,一个人的武林,4
湖南绿康生物科技有限公司成立2008年，饲养种鸡20000套，年孵化量300万羽左右,成立日期,湖南绿康生物科技有限公司,0,成立2008年,12
《太阳的后裔》是kbs的野心和挑战之作，由好剧频出的金元锡执笔，采用适应中国的拍完再播的方式,编剧,太阳的后裔,1,金元锡,26
《功夫3d》在原来的基础上重新调整过画面和配音效果，据周星驰的御用配音石班瑜介绍，《功夫3d》将每一帧每一帧的画面都重新抠图制作，因此有许多音效的处理方式，比旧版本更立体，过去从一个地方传出来的声音，现在将从四面八方传出,导演,功夫3d,1,周星驰,27
如今谢贤时常带着小女友和狄波拉一家子聚餐，不知谢霆锋和谢婷婷面对这位比自己年纪还小的小妈是怎样的心情呢,母亲,狄波拉,12,谢霆锋,23
《爱情迷宫》是由张海风作词、六哲作曲，袁惜君演唱的一首歌，收录在袁惜君2015年发行的ep《夏日情》,所属专辑,爱情迷宫,1,夏日情,46
北大清华问鼎2018中国大学排行榜冠亚军，中国人民大学跻身全国5强报告显示，在艾瑞深中国校友会网最新2018中国大学综合实力排行榜1200强中，北京大学的综合办学实力最强，得分为100.00分，位列校友会2018中国大学排行榜700强首位，清华大学99.58分，居第2，清华北大人大等3校跻身2018中国八星级大学，晋升中国特色、世界一流大学行列，堪称中国最顶尖大学,简称,北大,0,北京大学,72
东方卫视大型励志音乐真人秀《中国梦之声》“开播发布盛典”在上海举行，并正式公布了四位导师的人选，韩红、李玟、黄晓明和王伟忠四人坐镇,嘉宾,中国梦之声,14,李玟,51
《古代文学理论研究（第二十三辑）》是2005年华东师范大学出版社出版的图书，作者是徐中玉，郭豫适,作者,古代文学理论研究（第二十三辑）,1,徐中玉,41
吉尔吉斯斯坦首都比什凯克市当地时间2010年4月6日，数千反对派游行示威，要求总统库尔曼别克·巴基耶夫辞职,首都,吉尔吉斯斯坦,0,比什凯克,8
ktv里，一曲「因为爱情」过后，王菲和陈奕迅又一起演唱了谢霆锋的经典老歌「因为爱所以爱」,歌手,谢霆锋,28,因为爱所以爱,37
